Diện tích,Lượt xem,Số tầng,Hướng,name,Mức giá,Địa chỉ,Số phòng
100m2,229, 2, Đông,BÁN NHÀ 2 TẦNG ĐƯỜNG KIỀU PHỤNG - HOÀ XUÂN - TP ĐÀ NẴNG,3.5 tỷ," Kiều Phụng, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 2
250m2,219,, Tây Bắc,BÁN BIỆT THỰ ĐƯỜNG TRUNG LƯƠNG 9 - B2.1 - 250 M2 - HÒA XUÂN,10 tỷ," TRUNG LƯƠNG 9, Cẩm Lệ, Đà Nẵng",
100m2,211,, Không xác định,BÁN LÔ ĐÔNG NAM ĐƯỜNG THANH LƯƠNG 11 - HÒA XUÂN - CẨM LỆ,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,246,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG DIÊN HỒNG ( ĐẠI LỘ TRUNG LƯƠNG ) HÒA XUÂN,5.1 tỷ," Cẩm Lệ, Đà Nẵng",
224m2,245,, Không xác định,CẦN BÁN 2 LÔ ĐẤT LIỀN KỀ ĐƯỜNG TRẦN LÊ - 224 M2 - HÒA XUÂN - CẨM LỆ,8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,216,, Đông Nam,BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN - ĐẢO 1 - 100 M2 - HÒA XUÂN,5.2 tỷ," NGÔ HUY DIỄN, Cẩm Lệ, Đà Nẵng",
100m2,242,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG - ĐÔNG BẮC - GẦN CÔNG VIÊN - HÒA XUÂN .,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
367m2,259,, Không xác định,BÁN GÓC 2MT ĐƯỜNG THÔNG KHU SINH THÁI NAM HÒA XUÂN - HÒA QUÝ - ĐÔNG NÒ,12.7 tỷ," Cẩm Lệ, Đà Nẵng",
240m2,201,, Không xác định,BÁN 2 LÔ LIỀN KỀ ĐƯỜNG TRUNG LƯƠNG 18 - ĐẢO 1 - HÒA XUÂN,10.35 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,223,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG DIÊN HỒNG ( ĐẠI LỘ TRUNG LƯƠNG ) HÒA XUÂN,4.8 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,392, 2, Đông Nam,CHÀO BÁN SIÊU PHẨM BT 2 TẦNG ĐƯỜNG NGUYỄN VĂN THÔNG - HOÀ XUÂN - TP ĐÀ NẴNG,17 tỷ," Nguyễn Văn Thông, Cẩm Lệ, Đà Nẵng", 6
160m2,312,, Không xác định,BÁN GÓC 2MT ĐƯỜNG THÁI VĂN LUNG VÀ ĐƯỜNG LÊ QUẢNG CHÍ - ĐƯỜNG THÔNG,14 tỷ," LÊ QUẢNG CHÍ, Cẩm Lệ, Đà Nẵng",
160m2,217,, Không xác định,BÁN GÓC 2MT ĐƯỜNG THÁI VĂN LUNG VÀ ĐƯỜNG LÊ QUẢNG CHÍ - ĐƯỜNG THÔNG,14 tỷ," LÊ QUẢNG CHÍ, Cẩm Lệ, Đà Nẵng",
200m2,389,, Đông Bắc,BÁN 2 LÔ ĐÂT ĐƯỜNG TRUNG LƯƠNG 18 - ĐÔNG BẮC - 200 M2 - HÒA XUÂN,10.5 tỷ," trung lương 18, Cẩm Lệ, Đà Nẵng",
"96,3m2",210,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN SẮC KM - TÂY NAM - 96.3 M2 - HÒA XUÂN,3.25 tỷ," Cẩm Lệ, Đà Nẵng",
315m2,370, 0, Tây Nam,CHUYỂN NHÀ VÀO SÀI GÒN BÁN NHÀ BIỆT THỰ ĐƯỜNG LÊ QUANG HÒA HÒA XUÂN CẨM LỆ ĐÀ NẴNG,19 tỷ," Lê quang hòa, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 5
100m2,197,, Không xác định,BÁN VÀI LÔ ĐẤT ĐƯỜNG 10M5 KHU ĐÔ THỊ SINH THÁI HÒA XUÂN - CẨM LỆ,5.6 tỷ," LÊ QUẢNG CHÍ, Cẩm Lệ, Đà Nẵng",
100m2,230,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,223, 2, Đông Nam,CHÀO BÁN SIÊU PHẨM BT 2 TẦNG ĐƯỜNG NGUYỄN VĂN THÔNG - HOÀ XUÂN - TP ĐÀ NẴNG,17 tỷ," Nguyễn Văn Thông, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
200m2,282,, Không xác định,CHÀO BÁN 2 LÔ LIỀN KỀ ĐƯỜNG TRUNG LƯƠNG 12 - TÂY BẮC - 200 M2 - ĐẢO VÍP,8.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,227,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 24 - GẦN CÔNG VIÊN - HÒA XUÂN,3.78 tỷ," Cẩm Lệ, Đà Nẵng",
91m2,247,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - ĐÔNG BẮC - HÒA XUÂN,4.65 tỷ," Cẩm Lệ, Đà Nẵng",
182m2m2,377, 2, Đông,BÁN NHÀ 2 TẦNG 1 LỬNG ĐƯỜNG PHẠM HÙNG - CÂM LỆ - TP ĐÀ NẴNG,6.9 tỷ," Phạm Xuân Ẩn, Cẩm Lệ, Đà Nẵng", 3
100m2,427,, Đông Nam,CHÍNH CHỦ CẦN BÁN SIÊU PHẨM BLOCK B2.137 NAM HÒA XUÂN - KHU ĐẦM SEN,3.69 tỷ," Ngũ Hành Sơn, Đà Nẵng",
100m2,232,, Không xác định,BÁN BIỆT THỰ ĐƯỜNG NGUYỄN ĐÌNH THI ĐỐI DIỆN SÔNG - HÒA XUÂN,12 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,287,, Tây Bắc,"CHÍNH CHỦ CẦN BÁN LÔ ĐẤT ĐƯỜNG 10M5 LÊ QUẢNG CHÍ - KHU DÂN CƯ SẦM UẤT, KINH DOANH TỐT",5.6 tỷ," LÊ QUẢNG CHÍ, Cẩm Lệ, Đà Nẵng",
100 m2,255,, Đông Bắc,CẦN BÁN LÔ ĐẤT ĐƯỜNG DIÊN HỒNG GẦN CÔNG SIÊU ĐẸP HÒA XUÂN,5.35 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,199,, Không xác định,BÁN LÔ ĐẤT BIỆT THỰ ĐƯỜNG NGUYỄN VĂN THÔNG - ĐÔNG NAM - 300 M2 - HÒA XUÂN,12 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,210,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG QUÁCH THỊ TRANG - ĐÔNG BẮC - 100 M2 - HÒA XUÂN,3.53 tỷ," quách thị trang, Cẩm Lệ, Đà Nẵng",
100m2,208,, Tây Bắc,"CẦN BÁN LÔ ĐẤT VỊ TRÍ SẠCH ĐẸP ĐƯỜNG CỒN DẦU 19 THUỘC KHU ĐTST HÒA XUÂN,CẨM LỆ.",3.75 ngàn," Cồn Dầu 19, Cẩm Lệ, Đà Nẵng",
100m2,213,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN - ĐẢO 1 - HÒA XUÂN - SIÊU RẺ,5.25 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,214,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN - ĐẢO 1 - HÒA XUÂN - SIÊU RẺ,5.25 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,230,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
120m2,209,, Không xác định,CHÍNH CHỦ GỞI BÁN LÔ ĐẤT ĐƯỜNG MẸ THỨ - HƯỚNG TÂY BẮC - 120 M2 - HÒA XUÂN,4.3 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,357,, Không xác định,CHÍNH CHỦ BÁN LÔ ĐƯỜNG CỒN DẦU 18 - ĐỐI DIỆN TRƯỜNG - 100M2 - HÒA XUÂN,3.7 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,367,, Tây Nam,SIÊU PHẨM NHÀ 3 TẦNG ĐƯỜNG HUỲNH NGỌC ĐỦ - HOÀ XUÂN - TP ĐÀ NẴNG,5.3 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,261, 4, Tây Nam,CHÀO BÁN SIÊU PHẨM NHÀ 4 TẦNG ĐƯỜNG NGUYỄN QUANG DIÊU - HOÀ XUÂN - TP ĐÀ NẴNG,5.7 tỷ," Nguyễn Quang Diêu, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 4
100m2,336, 3, Tây Nam,CHÀO BÁN SIÊU PHẨM NHÀ 3 TẦNG ĐƯỜNG HUỲNH NGỌC ĐỦ - HOÀ XUÂN - TP ĐÀ NẴNG,5.3 tỷ," Huỳnh Ngọc Đủ, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
114m2,394,, Tây Bắc,CHÀO BÁN SIÊU PHẨM ĐƯỜNG MAI CHÍ THỌ - HOÀ XUÂN - TP ĐÀ NẴNG,5.35 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,339, 2, Đông Bắc,BÁN NHÀ 2 TẦNG SIÊU ĐẸP ĐƯỜNG TÔN THẤT DƯƠNG KỴ - HOÀ XUÂN - TP ĐÀ NẴNG,4.75 tỷ," Tôn Thất Dương Kỵ, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
365m2,1405,, Không xác định,BÁN BIỆT THỰ SIÊU ĐẸP ĐƯỜNG NGUYỄN ĐÌNH THI - GẦN CẦU BÙI TÁ HÁN,22 tỷ," Cẩm Lệ, Đà Nẵng",
500m2,211,, Đông Bắc,"BÁN ĐẤT BIỆT THỰ ĐƯỜNG NGUYỄN ĐÌNH THI - B2.4 LÔ 15, 16 - ĐẢO VÍP",23.5 tỷ," Cẩm Lệ, Đà Nẵng",
100 m2,202, 2, Đông Bắc,SIÊU PHẨM NHÀ 2 TẦNG ĐƯỜNG TÔN THẤT DƯƠNG KỴ - HÒA XUÂN - ĐÀ NẴNG,4.75 tỷ," Tôn Thất Dương Kỵ, Cẩm Lệ, Đà Nẵng", 5
267m2,433,, Không xác định,"BÁN LÔ GÓC 2MT KHU NAM HÒA XUÂN 267 M2 , 2 ĐƯỜNG THÔNG SIÊU ĐẸP",12.7 tỷ," Ngũ Hành Sơn, Đà Nẵng",
142m2,504,, Không xác định,BÁN GÓC 2MT ĐƯỜNG VŨ XUÂN THIỀU VÀ ĐƯỜNG CỒN DẦU 19 - 142 M2 - HÒA XUÂN,7 tỷ," 142, Cẩm Lệ, Đà Nẵng",
100m2,238,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 18 - TÂY BẮC - ĐỐI DIỆN TRƯỜNG - HÒA XUÂN,3.7 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,360,, Tây Bắc,BÁN LÔ ĐẤT TRUNG LƯƠNG 12 - VIEW ĐẸP,4.2 tỷ," trung lương 12, Cẩm Lệ, Đà Nẵng",
100m2,278,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ BÙI TRANG CHƯỚC - SẠCH ĐẸP,4.75 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
100m2,278,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ BÙI TRANG CHƯỚC - SẠCH ĐẸP,4.75 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
100m2,278,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ BÙI TRANG CHƯỚC - SẠCH ĐẸP,4.75 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
100m2,197,, Bắc,"BÁN LÔ ĐẤT ĐẸP NẰM TRÊN ĐƯỜNG CỒN DẦU 14, HÒA XUÂN, CẨM LỆ, ĐÀ NẴNG",Liên hệ," cồn dầu 14, Cẩm Lệ, Đà Nẵng",
100m2,237,, Tây Bắc,"CẦN BÁN LÔ ĐẤT ĐƯỜNG VŨ ĐÌNH LIÊN, KHU VỰC NAM NGUYỄN TRI PHƯƠNG -HƯỚNG TÂY BẮC",3.5 tỷ," Vũ Đình Liên, Cẩm Lệ, Đà Nẵng",
112.5m2,233,, Không xác định,"BÁN VÀI LÔ ĐẤT ĐẢO 1, ĐẢO 2 , ĐẢO VÍP , THUỘC KHU SINH THÁI HÒA XUÂN .",4.3 tỷ," HỒ TRUNG LƯỢNG, Cẩm Lệ, Đà Nẵng",
100m2,481,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG LÊ QUẢNG CHÍ - TÂY BẮC - 100 M2 - HÒA XUÂN,5.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,216,, Tây Nam,SIÊU RẺ SIÊU ĐẸP LÔ ĐẤT ĐƯỜNG NGUYỄN MẬU TÀI-ĐẢO 1- KDT SINH THÁI HÒA XUÂN,4.05 tỷ," Nguyễn Mậu Tài, Cẩm Lệ, Đà Nẵng",
115m2,414,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG ĐINH VĂN CHẤP ĐẢO 2 - 115 M2 - SÁT GÓC ĐƯỜNG MAI CHÍ THỌ,4 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,232,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 18 - ĐỐI DIỆN TRƯỜNG - TÂY BẮC - HÒA XUÂN,3.7 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,192,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG LÊ QUẢNG CHÍ - 200 M2 - ĐƯỜNG 10M5 , THÔNG - HÒA XUÂN",11.25 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,212,, Đông Bắc,CHÍNH CHỦ BÁN LÔ ĐẤT NÉT CĂNG ĐƯỜNG NGÔ HUY DIỄN-ĐẢO 1- KDT SINH THÁI HÒA XUÂN,5.2 tỷ," Ngô Huy Diễn , Cẩm Lệ, Đà Nẵng",
100m2,237,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG TRUNG LƯƠNG 9 - ĐỐI DIỆN BIỆT THỰ - ĐÔNG NAM - HÒA XUÂN,4.15 tỷ," Phường Hòa Xuân Quận Cẩm Lệ Đà Nẵng, Cẩm Lệ, Đà Nẵng",
120m2,241,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG MẸ THỨ - DIỆN TÍCH 120 M2 - HÒA XUÂN - CẨM LỆ,4.3 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,463,, Tây Bắc,SIÊU PHẨM CỒN DẦU 18 - HÒA XUÂN - ĐÀ NẴNG,3.7 tỷ," Cồn Dầu 18, Cẩm Lệ, Đà Nẵng",
100m2,213,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG ĐẬU QUANG LĨNH - ĐỐI DIỆN TRƯỜNG - HÒA XUÂN,3.45 tỷ," ĐẬU QUANG LĨNH , Cẩm Lệ, Đà Nẵng",
100m2,239,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 18 - TÂY BẮC - ĐỐI DIỆN TRƯỜNG - HÒA XUÂN,3.7 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,227,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ - TÂY NAM - 100 M2 - HÒA XUÂN,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
121m2,237,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG HUỲNH VĂN GẤM - ĐÔNG BẮC - 100 M2 - HÒA XUÂN,4.85 tỷ," Cẩm Lệ, Đà Nẵng",
122m2,245,, Đông Bắc,BÁN LÔ ĐẤT ĐẸP ĐƯỜNG ĐINH VĂN CHẤP - ĐẢO 2 - KHU ĐÔ THỊ SINH THÁI HÒA XUÂN,4.2 tỷ," Đinh Văn Chấp, Cẩm Lệ, Đà Nẵng",
200m2,260, 0, Đông,CHÍNH CHỦ NHÀ TÂM HUYẾT ĐƯỜNG TÔN THẤT DƯƠNG KỴ CẦN BÁN,4.75 tỷ," Tôn Thất Dương Kỵ, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
107.5m2,262, 2, Đông,BÁN NHÀ 2 TẦNG 1 LỬNG ĐƯỜNG PHẠM HÙNG - CÂM LỆ - TP ĐÀ NẴNG,7.2 tỷ," Phạm Hùng, Hoà Vang, Đà Nẵng", 6
100m2,202, 2, Không xác định,"""BÁN NHÀ 2 TẦNG ĐẸP ĐƯỜNG LÊ ĐỈNH -HOÀ XUÂN-CẨM LỆ-ĐÀ NẴNG.",3.2 tỷ," lê đỉnh, Cẩm Lệ, Đà Nẵng", 2
107m2,237, 2, Đông,CHÀO BÁN SIÊU PHẨM NHÀ 2 TẦNG 1 LỬNG ĐƯỜNG PHẠM HÙNG - CÂM LỆ - TP ĐÀ NẴNG,7.2 tỷ," Phạm Hùng, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
100m2,322, 3, Tây Nam,CHÀO BÁN SIÊU PHẨM NHÀ 3 TẦNG ĐƯỜNG CAO HỒNG LÃNH - HOÀ QUÝ - NGŨ HÀNH SƠN - TP ĐÀ NẴNG,4.5 tỷ," Cao Hồng Lãnh, Hoà Quý , Ngũ Hành Sơn, Đà Nẵng", 4
100m2,355, 3, Tây Nam,SIÊU PHẨM NHÀ 3 TẦNG ĐƯỜNG CAO HỒNG LÃNH - TP ĐÀ NẴNG,4.5 tỷ," Cao Hồng Lãnh, Ngũ Hành Sơn, Đà Nẵng", 7
100m2,278,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ BÙI TRANG CHƯỚC - SẠCH ĐẸP,4.75 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
ăđđm2,245,, Tây Bắc,"BÁN LÔ ĐẤT ĐƯỜNG VŨ ĐÌNH LIÊN PHƯỜNG HÒA XUÂN, CẨM LỆ ĐÀ NẴNG",3.6 tỷ," Cẩm Lệ, Đà Nẵng",
110m2,232,, Không xác định,BÁN ĐẤT ĐƯỜNG TRUNG LƯƠNG 7 HÒA XUÂN CẨM LỆ ĐÀ NẴNG,3 tỷ," Cẩm Lệ, Đà Nẵng",
96m2,241,, Tây Nam,BÁN LÔ ĐẤT ĐƯỜNG PHAN TRIÊM PHƯỜNG HÒA XUÂN QUẬN CẨM LỆ ĐÀ NẴNG,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
140m2,220,, Đông Nam,BÁN LÔ ĐẤT 2MT TRẦN VĂN TRÀ - TRẦN LÊ KHU NAM CẨM LỆ HÒA XUÂN,6.5 tỷ," Cẩm Lệ, Đà Nẵng",
160m2,209,, Không xác định,GÓC 2MT VỊ TRÍ KINH DOANH KHÁ TỐT TẠI HÒA XUÂN - CẨM LỆ,11.3 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,228,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG SÁT ĐƯỜNG 10M5 LÊ QUẢNG CHÍ HÒA XUÂN ĐÀ NẴNG,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,222,, Tây Bắc,BÁN NHANH LÔ ĐẤT ĐƯỜNG 7M5 THANH LƯƠNG 32 KHU HOÀ XUÂN MỞ RỘNG CẨM LÊ ĐÀ NẴNG,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
122m2,203,, Đông Bắc,BÁN NHANH LÔ ĐẤT ĐƯỜNG ĐINH VĂN CHẤP KHU ĐẢO 2 HÒA XUÂN ĐÀ NẴNG,4.2 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,369,, Không xác định,BÁN ĐẤT ĐƯỜNG LƯ GIANG GẦN SÂN VẬN ĐỘNG HÒA XUÂN - HƯỚNG ĐÔNG NAM,3.25 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,216,, Tây Nam,CẦN BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 14 - 100 M2 - HÒA XUÂN - CẨM LỆ,3.75 tỷ," Phường Hòa Xuân Quận Cẩm Lệ Đà Nẵng, Cẩm Lệ, Đà Nẵng",
100m2,576, 2, Đông Nam,NHÀ SIÊU PHẨM ĐẦU TƯ SẬP HẦM ĐƯỜNG BÍCH KHÊ HƯỚNG ĐÔNG NAM ĐỐI DIỆN CÔNG VIÊN.,4.6 tỷ," Bích Khê, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 4
100m2,211, 3, Đông Nam,BÁN NHÀ 2 TẦNG 1 LỬNG ĐƯỜNG BÍCH KHÊ - HOÀ XUÂN - TP ĐÀ NẴNG,4.59 tỷ," Bích Khê, Cẩm Lệ, Đà Nẵng", 8
80m2,244, 2, Đông,BÁN NHÀ 2 TẦNG KHU NAM CẨM LỆ - HOÀ XUÂN - TP ĐÀ NẴNG,3.92 tỷ," Cẩm Nam 4, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 2
100m2,193, 2, Đông Nam,BÁN SIÊU PHẨM NHÀ 2 TẦNG 1 LỬNG ĐƯỜNG BÍCH KHÊ - HOÀ XUÂN - TP ĐÀ NẴNG,4.59 tỷ," Bích Khê, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 4
200m2,208,, Không xác định,BÁN 2 LÔ LIỀN KỀ ĐƯỜNG THANH LƯƠNG 12 - ĐÔNG BẮC - 200 M2 - HÒA XUÂN,6.75 tỷ," Cẩm Lệ, Đà Nẵng",
125m2,211,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ ĐẤT ĐƯỜNG VŨ THÀNH NĂM - ĐỐI DIỆN BIỆT THỰ .,5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,199,, Tây Bắc,"CHÍNH CHỦ BÁN ĐẤT ĐƯỜNG CỒN DẦU 18 KHU HÒA XUÂN MỞ RỘNG, CẨM LỆ, ĐÀ NẴNG",3.7 tỷ," Cồn Dầu 18, Cẩm Lệ, Đà Nẵng",
97m2,216,, Không xác định,"BÁN LÔ ĐẤT ĐẸP ĐƯỜNG CỒN DẦU 14 HÒA XUÂN, CẨM LỆ, ĐÀ NẴNG",Liên hệ," Cẩm Lệ, Đà Nẵng",
97m2,238,, Tây Nam,BÁN ĐẤT ĐƯỜNG TRẦN THÚC NHẪN NGAY CHÂN CẦU NGUYỄN TRI PHƯƠNG ĐÀ NẴNG,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
117m2,230,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 26 - DIỆN TÍCH 117 M2 - HÒA XUÂN,3.57 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,206,, Tây Nam,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 14 - KHU HÒA XUÂN MỞ RỘNG SIÊU ĐẸP,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
125m2,218,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG VŨ THÀNH NĂM - 125M2 - HÒA XUÂN - CẨM LỆ,5 tỷ," Cẩm Lệ, Đà Nẵng",
267m2,206,, Không xác định,CHÍNH CHỦ GỞI BÁN 2 MT ĐƯỜNG THÔNG KHU NAM HÒA XUÂN - 267 M2,12.7 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,282, 3, Đông Nam,CHÀO BÁN SIÊU PHẨM BIỆT THỰ 3 TẦNG VIEW SÔNG ĐƯỜNG THĂNG LONG - TP ĐÀ NẴNG,19.5 tỷ," Thăng Long, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng", 6
100m2,418,, Tây Nam,"BÁN LÔ ĐẤT ĐẸP ĐƯỜNG CỒN DẦU 14 HÒA XUÂN, CẨM LỆ, ĐÀ NẴNG",3.75 tỷ," Cồn Dầu 14, Cẩm Lệ, Đà Nẵng",
200m2,223,, Đông,BÁN CẶP ĐẤT ĐƯỜNG THANH LƯƠNG 12 HÒA XUÂN ĐÀ NẴNG CẨM LỆ,7 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,233, 3, Đông Nam,SIÊU PHẨM BIỆT THỰ 3 TẦNG MỚI 100% ĐƯỜNG THĂNG LONG - VIEW SÔNG.,19.5 tỷ," Thăng Long, Cẩm Lệ, Đà Nẵng", 10
100m2,239, 3, Không xác định,CHÍNH CHỦ GỬI BÁN CĂN NHÀ 3 TẦNG ĐIỆN BIÊN PHỦ,18.5 tỷ," điện biên phủ, Cẩm Lệ, Đà Nẵng", 4
100m2,360,, Tây Bắc,CHÀO BÁN SIÊU PHẨM LÔ ĐẤT ĐẢO VIP ĐƯỜNG TRUNG LƯƠNG 12 - HOÀ XUÂN - TP ĐÀ NẴNG,4.2 tỷ," Trung Lương 12, Cẩm Lệ, Đà Nẵng",
100m2,300,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG LÊ QUẢNG CHÍ - ĐÔNG NAM - HÒA XUÂN - CẨM LỆ,6.05 tỷ," Cẩm Lệ, Đà Nẵng",
204m2,231,, Tây Nam,CHÀO BÁN 2 LÔ LIỀN KỀ ĐƯỜNG THÁI VĂN LUNG - HOÀ XUÂN - TP ĐÀ NẴNG,8 tỷ," Thái Văn Lung, Cẩm Lệ, Đà Nẵng",
130m2,244,, Đông Bắc,BÁN ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN KHU ĐẢO 1 HÒA XUÂN,4.69 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,227,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 18 - TÂY BẮC - ĐỐI DIỆN TRƯỜNG - HÒA XUÂN,370 triệu," Cẩm Lệ, Đà Nẵng",
100m2,230,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,323,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5 - HÒA XUÂN - CẨM LỆ,4.3 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,245,, Đông Nam,"BÁN BIỆT THỰ ĐƯỜNG BÙI THIỆN NGỘ - 300 M2 ,ĐÔNG NAM - HÒA XUÂN .",12.2 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,218,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 12 - 200 M2 - HÒA XUÂN - CẨM LỆ .,7 tỷ," Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
Liên hệ,204,, Đông Bắc,"ĐẤT HUỲNH NGỌC ĐỦ CỰC TỐT CHO KHÁCH LÀM NHÀ--HƯỚNG ĐÔNG BẮC- HÒA XUÂN 3,45 TỶ",3.45 tỷ," Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",
