name,Số phòng ngủ,Pháp lý,Hướng ban công,Hướng nhà,Address,Nội thất,Mặt tiền,Diện tích,Đường vào,Số toilet,Mức giá,Số tầng
Bán nhà gác lửng đúc kiệt 2.5m Đường Trần Cao Vân,2 phòng,,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0722131,108.2072409&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,76 m²,,2 phòng,2.25 tỷ,1 tầng
Chính chủ bán - Liên hệ để có giá tốt nhất lô góc 243m2 (12m7*18m) đường Hà Chương,,Sổ đỏ/ Sổ hồng.,,,,,12.7 m,243 m²,5 m,,17.9 tỷ,
Bán đất tặng dãy trọ cũ mặt tiền đường Nguyễn Khuyến - Quận Liên Chiểu,,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.063289,108.1602207&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,90 m²,7.5 m,,3.75 tỷ,
Bán nhà 2 tầng mặt tiền đường Bắc Sơn - Quận Cẩm Lệ - view công viên,3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0527463,108.1774923&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,,2 phòng,6.8 tỷ,2 tầng
Bán 2 lô liền kề kiệt ô tô đường Trưng Nữ Vương - kiệt 654,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0503101,108.2152047&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,3.93 m,95 m²,4.5 m,,3.68 tỷ,
Bán 172m2 đất kiệt ô tô đường Hoàng Diệu - Quận Hải Châu,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0600877,108.217172&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,11 m,172 m²,4.5 m,,8.9 tỷ,
Bán nhà 4 tầng + 1 tum mặt tiền đường Mỹ Đa Đông 5 - Ngũ Hành Sơn,8 phòng,,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0427359,108.2428286&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,68 m²,,8 phòng,7.35 tỷ,5 tầng
Bán biệt thự đường An Đồn 5 - Quận Sơn Trà,5 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0720666,108.238211&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,191 m²,5.5 m,5 phòng,23 tỷ,4 tầng
Bán cặp An Thượng 32 - Khu du lịch,,,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0512061,108.2462336&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,162 m²,,,18.99 tỷ,
Bán 2 lô liền kề đường Diên Hồng - vị trí đẹp - gần với đường Lê Quảng Chí,,,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0019983,108.2199588&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,200 m²,20 m,,9.4 tỷ,
"Bán lô đất mặt tiền đường Diên Hồng 33m (Đại Lộ Trung Lương) Hòa Xuân, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0019983,108.2199588&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,33 m,,4.55 tỷ,
Bán đất mặt tiền đường Lê Hy - Đường 7m5 Hoà Thọ Đông - Quận Cẩm Lệ,,Sổ đỏ/ Sổ hồng.,,Bắc,"https://www.google.com/maps/embed/v1/place?q=21.0163377,105.7840464&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,7.5 m,,3.4 tỷ,
"Hàng vip - Bán 2 căn góc kẹp công viên shophouse Mê Linh, view trực tiếp hồ Bầu Tràm, Đà Nẵng",15 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0923824310303,108.126571655273&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,,,5.25 tỷ,4 tầng
Bán nhà cấp 4 đường Cẩm Chánh 5 - phường Hoà Xuân - quận Cẩm Lệ,2 phòng,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0081085,108.2140507&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,5.5 m,1 phòng,3.37 tỷ,1 tầng
"Bán nhà mặt tiền đường 5.5m quận Hải Châu, giá 3,95 tỷ. Quá rẻ",2 phòng,Sổ đỏ/ Sổ hồng.,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0892111,108.217988&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,58.5 m²,5.5 m,1 phòng,3.95 tỷ,
Tôi cần bán - có giá tốt cho khách mua nhanh 150m2 mặt tiền Thăng Long - Hải Châu,,Sổ đỏ/ Sổ hồng,,,,,7.5 m,150 m²,10.5 m,,13.5 tỷ,
4.6 tỷ sở hữu căn shophouse Mê Linh view trực tiếp Hồ Bầu Tràm. Cụm kinh doanh sầm uất,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0935726165771,108.12629699707&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,123 m²,,4 phòng,4.6 tỷ,3 tầng
"Nhà 2 mặt tiền đường kiệt chính 5m, gần bến xe trung tâm, kinh doanh rất tốt",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.052098,108.1525266&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,77 m²,5 m,,1.85 tỷ,
"Đường 7,5m Hồng Phước 2; phường Hòa Khánh Bắc. Giá 2,1 tỷ",,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0794193412066,108.133496523847&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,107.5 m²,7.5 m,,2.1 tỷ,
"Chủ về quê bán gấp nhà phố Mai Lão Bạng, Hải Châu, DT 140m2, giá cực kì rẻ 7,5 tỷ trung tâm TP",,,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0841779,108.2186568&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,140 m²,,,7.5 tỷ,
"Bán nhà mặt tiền đường Thân Cảnh Phúc, P. Hòa Cường Bắc, Q. Hải Châu",4 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0379996,108.2119867&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,210 m²,7.5 m,,18 tỷ,3 tầng
"Bán lô đất đường Ngô Thì Sĩ, 102,5m2 khu An Thượng giá rẻ",,Sổ đỏ/ Sổ hồng.,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0476914,108.2453256&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,102.5 m²,7.5 m,,11.2 tỷ,
Nhà phố khu đẳng cấp - Phúc Lộc Viên. Hướng Đông Nam - Đông Bắc. Giá tốt,3 phòng,Sổ đỏ/ Sổ hồng,Đông - Bắc,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0819969177246,108.238128662109&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,7.5 m,150 m²,7.5 m,3 phòng,8.2 tỷ,2 tầng
"Bán gấp cặp đất đường An Thượng 32, Mỹ An, Ngũ Hành Sơn, Đà Nẵng. Giá 17 tỷ. 0905 358 ***",,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0506881,108.2463866&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,9 m,162 m²,5.5 m,,17 tỷ,
"Nam Hoà Xuân cách cầu Trung Lương 110m2, hướng ĐN, sát sông, 110m2. Giá 2,95 tỷ",,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=15.9829578399658,108.233421325684&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,110 m²,,,2.95 tỷ,
Bán đất 125m2 đường Nguyễn Trung Ngạn đối diện trường mầm non Hướng Dương sau lưng toà nhà Mobifone,,Sổ đỏ/ Sổ hồng,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0231367,108.2084367&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,,,5 tỷ,
"Nam Hòa Xuân đường thông cách đường Minh Mạng 100m. Giá 2,47 tỷ",,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0198098,108.2287151&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,2.47 tỷ,
"Bán nhà 3 tầng đường Núi Thành - hướng Tây, giá đầu tư",,Sổ đỏ/ Sổ hồng,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0328772,108.2227792&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,104.1 m²,,,13.5 tỷ,3 tầng
Bán nhà 3 tầng đường Đậu Quang Lĩnh full nội thất xịn sò - Hoà Xuân,3 phòng,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0098978,108.2279589&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,100 m²,7.5 m,4 phòng,Thỏa thuận,3 tầng
"Bán đất đường Nguyễn Cao Luyện, Quận Sơn Trà, Đà Nẵng",,Sổ đỏ/ Sổ hồng.,,Nam,,,12 m,300 m²,,,27 tỷ,
"Bán đất đường thông Lê Ấm, song song đường lớn 29/3, vị trí siêu đẹp",,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0147426,108.2279718&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,3.4 tỷ,
"Chính chủ bán đất KĐT FPT, trục Bắc Nam ngay sát Nam Kỳ Khởi Nghĩa",,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7.5 m,127.5 m²,9.5 m,,Thỏa thuận,
"Cần bán đất 2 MT 975m2 đất xã Hoà Khương đường bê tông ô tô vào tận nơi. Khu dân cư, đất vuông vức",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=15.9643488369276,108.114417180203&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,30 m,975 m²,,,2.95 tỷ,
Bán chung cư Blooming Đà Nẵng 168m2 3PN giá tốt - Toàn Huy Hoàng,3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.09056854248047,108.21631622314453&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Không nội thất,,168 m²,,2 phòng,6 tỷ,
Bán biệt thự mặt tiền đường Thăng Long full nội thất vào ở ngay,5 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0288295,108.2258002&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,7.5 m,150 m²,10.5 m,5 phòng,18 tỷ,4 tầng
Sụp hầm lô đất Hoà Khương 218m2 đất ở hoàn toàn. Đường ô tô 3.5m thông. Gần UBND xã Hoà Khương,,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=15.9570869049937,108.142998799466&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,218 m²,3.5 m,,1.15 tỷ,
Bán nhà 3 tầng đường Nguyễn Mỹ full nội thất xịn sò - Hoà Xuân,3 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0183888,108.2327368&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5 m,120 m²,7.5 m,4 phòng,7.8 tỷ,3 tầng
Bán đất biệt thự đường Mỹ Đa Tây 1 - 2 - 3 ngang 14m,,,,,,,20 m,490 m²,,,Thỏa thuận,
Bán nhà mặt tiền đường Nguyễn Văn Linh ngang 4m5 - 5m - 9m - 15m - 18m,,,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.060864,108.2205242&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,9 m,225 m²,,,Thỏa thuận,6 tầng
"Bán lô FPT đường 33m giá 2,9X tỷ sát trường đại học",,Sổ đỏ/ Sổ hồng.,,,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7.5 m,180 m²,7.5 m,,4.3 tỷ,
"Bán gấp khách sạn 6 tầng MT Phạm Tu, sát Dương Đình Nghệ, Sơn Trà",6 phòng,Sổ đỏ/ Sổ hồng,Tây - Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0669943,108.2404975&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,5 m,56 m²,5.5 m,6 phòng,8 tỷ,6 tầng
Bán nhà 3 tầng full nội thất xịn xò đường Diệp Minh Châu - Hoà Xuân,3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.005889,108.2240497&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,100 m²,,4 phòng,6.8 tỷ,3 tầng
"Bán gấp 2 tầng 2 MT Lê Hữu Trác, An Hải Đông, Sơn Trà, kinh doanh tốt",3 phòng,,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0579914,108.2388428&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,111 m²,6 m,3 phòng,6.5 tỷ,2 tầng
"Cần bán nhà 2 tầng MT Hà Đặc gần Dương Đình Nghệ, cách biển 200m",3 phòng,Sổ đỏ/ Sổ hồng.,Tây - Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0687215,108.2384423&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,60 m²,5.5 m,3 phòng,7.2 tỷ,2 tầng
"Bán đất đường Văn Tiến Dũng - hướng Đông, vị trí đẹp, giá sụp hầm 3.9 tỷ",,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=15.9846747,108.2139598&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,10.5 m,,3.9 tỷ,
"Cty chuyển công tác, cần bán nhanh căn hộ 2 phòng ngủ tại KĐT FPT Plaza",2 phòng,Sổ đỏ/ Sổ hồng,Nam,Đông,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,67 m²,,2 phòng,1.7 tỷ,
"Bán lô đất cách Hoà Phước Đà Nẵng 8km đường ô tô tận nơi, sẵn sổ hồng công chứng nhanh gọn",,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9556587,108.1791219&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,150 m²,7.5 m,,650 triệu,
"Chính chủ cần bán gấp biệt thự mặt biển Furama Villa resort Đà Nẵng, 3PN, 22 tỷ, view biển Mỹ Khê",3 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.039451599121094,108.24980926513672&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,15 m,300 m²,,2 phòng,22 tỷ,2 tầng
Đà Nẵng - bán khách sạn 3 sao 0 đồng Võ Nguyên Giáp (NH hỗ trợ vay 100%),30 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0332096,108.2526787&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,7 m,140 m²,20 m,31 phòng,40 tỷ,
"Chủ cần bán lô Đầm Sen B2.130 thông sông, Hoà Quý, Ngũ Hành Sơn",,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=15.9872777583043,108.236148211905&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,122 m²,7.5 m,,4.3 tỷ,
"Thiện chí bán 2 lô liền mặt tiền đường Nguyễn Phước Lan, đảo 2, gần cầu Trung Lương",,Sổ đỏ/ Sổ hồng.,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0198098,108.2287151&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,200 m²,33 m,,Thỏa thuận,
Bán nhà 3 tầng đường Đoàn Nhữ Hài - full nội thất - Thanh Khê,3 phòng,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0632933,108.1905959&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,4 m,80 m²,5.5 m,4 phòng,5.9 tỷ,3 tầng
Bán nhà 4 tầng 2 mặt kiệt tặng full nội thất sang trọng sau lưng nhà mặt tiền TTTP Đà Nẵng,3 phòng,,Tây - Nam,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0841779,108.2186568&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,3 m,50 m²,3 m,3 phòng,3.75 tỷ,4 tầng
"Hàng hiếm bán gấp nhà cấp 4 Thanh Vinh 175m2 giá 2. X tỷ cách KCN 500m. Phù hợp xây trọ, căn hộ",2 phòng,Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0753376,108.126968&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7 m,175 m²,4 m,1 phòng,Thỏa thuận,1 tầng
Sập hầm căn biệt thự biển 427m2 - giá 28tr/m2 cả đất và nhà - sổ hồng lâu dài - thích hợp đầu tư,3 phòng,Sổ đỏ/ Sổ hồng,Bắc,Nam,"https://www.google.com/maps/embed/v1/place?q=16.039451599121094,108.24980926513672&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Không nội thất,15 m,427 m²,20 m,3 phòng,Thỏa thuận,3 tầng
"Bán căn hộ chung cư Phong Bắc, Hoà Thọ Đông gần Thăng Long, 2PN",2 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0069191,108.1969515&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,53 m²,,1 phòng,1.25 tỷ,
"Bán cặp đất mặt tiền Lê Quang Đạo cách bãi tắm Mỹ Khê 200m - 164.8m2 khu An Thượng, xây KS, căn hộ",,,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0509709,108.2453006&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,9 m,164.8 m²,7.5 m,,23.5 tỷ,
Bán đất KĐT Bàu Tràm Lakeside giá 1.9X tỷ rẻ 500 triệu cách biển 1km trung tâm 10 phút KCN 1Km,,,,,"https://www.google.com/maps/embed/v1/place?q=16.09357261657715,108.12629699707031&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,125 m²,5.5 m,,2 tỷ,
2 suất ngoại giao chiếc khấu khủng biệt thự biển Đà Nẵng Fusion - 2PN diện tích 427m2,3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=15.992631912231445,108.26937103271484&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,427 m²,,2 phòng,Thỏa thuận,
Bán trục chính đường 9m5 lề khủng 8m view kênh FPT Đà Nẵng,,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,231.8 m²,9.5 m,,7.392 tỷ,
Bán nhà 4 tầng MT Điện Biên Phủ - Thanh Khê vị trí kinh doanh,4 phòng,Sổ đỏ/ Sổ hồng.,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0657285,108.1991939&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.75 m,61 m²,33 m,4 phòng,8.5 tỷ,4 tầng
Cần bán chung cư 2PN view xe bán pháo hoa Đà Nẵng chỉ 1tỷ39. Sở hữu lâu dài,2 phòng,Sổ đỏ/ Sổ hồng,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,70 m²,,2 phòng,1.39 tỷ,
"Cần bán GẤP lô đất 3 mặt tiền Trần Bạch Đằng, ngay bãi tắm Mỹ Khê, Đà Nẵng.CỰC H0t! 0932 560 ***",,,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0539125,108.2464215&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,1800 m²,,,Thỏa thuận,
"Cần bán các lô đất mặt tiền đường Võ Nguyên Giáp, Hồ Xuân Hương, Đà Nẵng. LH 0932 560 ***",,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0829995,108.247828&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,1044 m²,,,Thỏa thuận,
"Bán đất mặt biển Nguyễn Tất Thành, 15.000m2, thuộc DA căn hộ cao cấp Shinzen Nami 0932 560 ***",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0862291,108.1582854&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,15249 m²,,,Thỏa thuận,
Cần bán khách sạn 4 sao mặt tiền Võ Nguyên Giáp 0932 560 ***,128 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0574731,108.2465536&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,707 m²,,,450 tỷ,
Khách sạn 5 sao đang hoàn thiện mặt tiền đường Võ Nguyên Giáp,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0574731,108.2465536&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,1425 m²,,,Thỏa thuận,
"Cần bán GẤP lô đất 3 mặt tiền Trần Bạch Đằng, ngay bãi tắm Mỹ Khê, Đà Nẵng.CỰC H0t! 0932 560 ***",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0539125,108.2464215&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,1800 m²,,,Thỏa thuận,
Bán khách sạn 4 sao vị trí trung tâm ven biển Đà Nẵng LH 0932 560 ***,143 phòng,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0692409,108.2453484&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Tiêu chuẩn 4 sao,15 m,595.5 m²,,143 phòng,Thỏa thuận,
"Cần bán khách sạn đường Võ Văn Kiệt cách biển 50m, Q. Sơn Trà, Đà Nẵng. LH: 0932 560 ***",96 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0629966,108.2419189&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,15 m,270 m²,,,Thỏa thuận,
Bán khách sạn đường Hà Bổng cách biển Mỹ Khê Đà Nẵng 200m 0932 560 ***,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0671719,108.2443389&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,220 m²,,,Thỏa thuận,11 tầng
"Lô đất 3 mặt tiền đường Võ Văn Kiệt, Đà Nẵng, vị trí vàng. LH 0932 560 ***",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0629966,108.2419189&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,2634 m²,,,Thỏa thuận,
"Bán đất đường Hồ Xuân Hương cách biển 500m, Q. Ngũ Hành Sơn, Đà Nẵng. LH: 0932 560 ***",,,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0402478,108.2471562&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,1808 m²,,,Thỏa thuận,
"Biệt thự The Ocean Villas 5 sao ven biển Đà Nẵng - View đẹp, giá cực tốt. LH: 0932 560 ***",3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0170230865479,108.260246276855&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,813 m²,,,Thỏa thuận,
Cục đất gần 1km view sông khu Nam Việt Á - Đà Nẵng. View sông Hàn: 0932 560 ***,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0323292,108.2380961&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,40000 m²,,,Thỏa thuận,
"Biệt thự The Ocean Villas 5 sao ven biển Đà Nẵng - View đẹp, giá cực tốt - LH: 0932 560 ***",3 phòng,,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0170230865479,108.260246276855&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Nội thất cao cấp.,,813 m²,,,Thỏa thuận,
"Chính chủ cần tiền bán nhanh căn biệt thự Ocean Estates, giá ưu đãi - LH: 0932 560 ***",,,,,"https://www.google.com/maps/embed/v1/place?q=15.9909248352051,108.277069091797&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,1300 m²,,,Thỏa thuận,
"Cần bán căn biệt thự dự án Premier Village, Đà Nẵng trục đường biển Mỹ Khê. LH: 0932 560 ***",4 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.043506622314453,108.24837493896484&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Full nội thất chuẩn 5*.,,300 m²,,,Thỏa thuận,2 tầng
2 suất ngoại giao biệt thự nghỉ dưỡng 5 sao mặt biển ĐN Fusion - 2PN diện tích 370m2. Giá 20 tỷ,2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=15.992631912231445,108.26937103271484&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,370 m²,,2 phòng,20 tỷ,2 tầng
"Cần bán khách sạn đường Hồ Nghinh cách biển 200m, Q. Sơn Trà, Đà Nẵng. LH: 0932 560 ***",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.07304,108.2429872&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,12.5 m,300 m²,,,Thỏa thuận,5 tầng
"Cần bán gấp đất dãy trọ Trần Đình Đàn, Nguyễn Đình, Sơn Trà nợ tiền ngân hàng",,Đã có sổ.,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0807278,108.2416342&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,62 m²,2.5 m,,2.1 tỷ,
